time,open,high,low,close,Up Trend,Down Trend
2024-11-11,91003,91640,86844,88421,79520.3005025153,
2024-11-18,89200,91450,88942,90768,79520.3005025153,
2024-11-25,90333,91886,86833,91209,79520.3005025153,
2024-12-02,90555,93633,89851,92448,79520.3005025153,
2024-12-09,92270,96589,90420,91001,79520.3005025153,
2024-12-16,91013,91571,86447,88392,79520.3005025153,
2024-12-23,88800,90249,88568,88887,79520.3005025153,
2024-12-30,88967,90017,87060,89221,79520.3005025153,
2025-01-06,89326,93643,88737,92506,79520.3005025153,
2025-01-13,92329,93660,89910,91602,79520.3005025153,
2025-01-20,91999,92638,90283,91599,79520.3005025153,
2025-01-27,91388,94400,89369,93214,79520.3005025153,
2025-02-03,92699,96632,91725,95333,79520.3005025153,
2025-02-10,95200,98199,92914,95586,79520.3005025153,
2025-02-17,95629,97763,94892,96200,79520.3005025153,
2025-02-24,95906,96488,93196,94328,79520.3005025153,
2025-03-03,94600,98324,94523,97201,79552.79152638654,
2025-03-10,97451,101999,96355,100738,81925.93875796077,
2025-03-17,100358,101980,97147,97884,82173.70950743006,
2025-03-24,98179,102040,97370,100457,82229.19554026806,
2025-03-31,100547,100975,86223,87211,82229.19554026806,
2025-04-07,88884,94894,87678,94286,82229.19554026806,
2025-04-14,94746,96965,93575,95037,82229.19554026806,
2025-04-21,95600,98080,94417,96441,82229.19554026806,
2025-04-28,95869,98884,93273,94064,82229.19554026806,
2025-05-05,94246,97044,93935,96729,82229.19554026806,
2025-05-12,96210,97666,93800,95318,82229.19554026806,
2025-05-19,95499,99365,94899,98054,82229.19554026806,
2025-05-26,97878,98449,96496,97015,82229.19554026806,
2025-06-02,97376,106138,97122,105459,82229.19554026806,
2025-06-09,105460,107369,104005,106493,86359.55926276467,
2025-06-16,106475,109748,105053,106224,88109.55531191369,
2025-06-23,106495,107445,103680,105228,88109.55531191369,
2025-06-30,106281,108730,105961,108429,88670.01040504481,
2025-07-07,108124,113111,106869,113001,90895.00971137515,
2025-07-14,113542,115136,110745,112950,93947.57573061681,
2025-07-21,113071,116641,112457,113052,95706.53734857569,
2025-07-28,113165,114082,109080,110258,95706.53734857569,
2025-08-04,110579,115876,110579,114881,95706.53734857569,
2025-08-11,114291,115468,112767,113943,95706.53734857569,
2025-08-18,113951,116371,110281,116236,95706.53734857569,
2025-08-25,115727,120900,114912,120371,98590.72114430997,
2025-09-01,122493,126300,122493,124697,104787.8397346893,
